SR,AuthorID,Affiliation,Country,PersonID
"HERNÁNDEZ-CARRIÓN C, 2017, STRATEG ENTREP J",ORCID:0000-0002-1193-8892,"UNIVERSIDAD DE VALLADOLID, ES",SPAIN,ORCID:0000-0002-1193-8892
"HERNÁNDEZ-CARRIÓN C, 2017, STRATEG ENTREP J",NAME:JESÚS_GUTIÉRREZ_CILLÁN,"UNIVERSIDAD DE VALLADOLID, ES",SPAIN,nan
"STAFFORD K, 1999, FAM BUS REV",ORCID:0000-0001-5377-3427,"UNIVERSITY OF MANITOBA, CA",CANADA,ORCID:0000-0001-5377-3427
"REDDY MV, 2020, ANN TOURISM RES",NAME:STEPHEN_BOYD,"UNIVERSITY OF ULSTER, GB",UNITED KINGDOM,NAME:BOYD|S
"REDDY MV, 2020, ANN TOURISM RES",NAME:MIRELA_NICA,"COVENTRY UNIVERSITY, GB",UNITED KINGDOM,nan
"MAIR J, 2016, CURR ISSUES TOUR",ORCID:0000-0003-1653-5395,"THE UNIVERSITY OF QUEENSLAND, AU",AUSTRALIA,ORCID:0000-0003-1653-5395
"PARSONS M, 2018, CLIM DEV",NAME:KAREN_FISHER,"UNIVERSITY OF AUCKLAND, NZ",NEW ZEALAND,nan
"WILLIAMS TA, 2017, ACAD MANAG ANN",ORCID:0000-0003-4269-1826,"LINDNER CENTER OF HOPE, US",UNITED STATES OF AMERICA,ORCID:0000-0003-4269-1826
"NOVELLI M, 2018, ANN TOURISM RES",ORCID:0000-0002-8037-6926,"UNIVERSITY OF BRIGHTON, GB",UNITED KINGDOM,ORCID:0000-0002-8037-6926
"ZAYED NM, 2022, SUSTAINABILITY-BASEL",ORCID:0000-0002-5305-6724,"THE MILLENNIUM UNIVERSITY, BD",BANGLADESH,ORCID:0000-0002-5305-6724
"ZAYED NM, 2022, SUSTAINABILITY-BASEL",ORCID:0000-0002-2185-0341,"FOUNDATION FOR POLISH SCIENCE, PL",POLAND,ORCID:0000-0002-2185-0341
"YU-CHIN HUANG, 2008, JOURNAL OF TRAVEL TOURISM MARKETING",ORCID:0000-0002-4403-3299,"TEXAS A&M UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0000-0002-4403-3299
"YU-CHIN HUANG, 2008, JOURNAL OF TRAVEL TOURISM MARKETING",NAME:JAMES_F_PETRICK,"TEXAS A&M UNIVERSITY, US",UNITED STATES OF AMERICA,nan
"ROSE A, 2013, INT J DISAST RISK RE",ORCID:0000-0001-9111-3198,"JOINT RESEARCH CENTRE, IT",ITALY,ORCID:0000-0001-9111-3198
"SIMMS C, 2022, IND MARKET MANAG",ORCID:0000-0001-5172-4453,"UNIVERSITY OF PORTSMOUTH, GB",UNITED KINGDOM,ORCID:0000-0001-5172-4453
"NOVELLI M, 2018, ANN TOURISM RES",ORCID:0000-0003-1540-9389,"UNIVERSITY OF BRIGHTON, GB",UNITED KINGDOM,ORCID:0000-0003-1540-9389
"REDDY MV, 2020, ANN TOURISM RES",ORCID:0000-0002-9600-0392,"COVENTRY UNIVERSITY, GB",UNITED KINGDOM,ORCID:0000-0002-9600-0392
"ZHI Y, 2024, INT J ENTREP BEHAV RES",ORCID:0009-0009-4049-7844,"HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY, CN",CHINA,ORCID:0009-0009-4049-7844
"BAUMÖL W, 1990, J POLIT ECON",NAME:WILLIAM_J_BAUMÖL,"NEW YORK UNIVERSITY, US",UNITED STATES OF AMERICA,NAME:BAUMOL|WJ
"SHORE A, 2024, TECHNOVATION",ORCID:0000-0003-3083-0016,"MONTPELLIER BUSINESS SCHOOL, FR",FRANCE,ORCID:0000-0003-3083-0016
"BRAND FS, 2022, SUSTAINABILITY-BASEL",ORCID:0000-0002-5954-2774,"ZHAW ZURICH UNIVERSITY OF APPLIED SCIENCES, CH",SWITZERLAND,ORCID:0000-0002-5954-2774
"BRAND FS, 2022, SUSTAINABILITY-BASEL",NAME:HERBERT_WINISTOERFER,"ZHAW ZURICH UNIVERSITY OF APPLIED SCIENCES, CH",SWITZERLAND,nan
"BENINGER S, 2022, BUS HORIZONS",ORCID:0000-0002-6956-7625,"SIMON FRASER UNIVERSITY, CA",CANADA,ORCID:0000-0002-6956-7625
"ZAYED NM, 2022, SUSTAINABILITY-BASEL",ORCID:0000-0001-7519-6552,"DAFFODIL INTERNATIONAL UNIVERSITY, BD",BANGLADESH,ORCID:0000-0001-7519-6552
"ZAYED NM, 2022, SUSTAINABILITY-BASEL",ORCID:0000-0001-8041-1317,"FEDERAL TEACHING HOSPITAL ABAKALIKI, NG",NIGERIA,ORCID:0000-0001-8041-1317
"SIMMS C, 2022, IND MARKET MANAG",NAME:DIEGO_VÁZQUEZ‐BRUST,"UNIVERSITY OF PORTSMOUTH, GB",UNITED KINGDOM,nan
"MONLLOR J, 2020, DISASTER PREV MANAG",ORCID:0000-0001-5257-5330,"UNIVERSIDAD DEL DESARROLLO, CL",CHILE,ORCID:0000-0001-5257-5330
"MONLLOR J, 2020, DISASTER PREV MANAG",NAME:IGNACIO_PAVEZ,"UNIVERSIDAD DEL DESARROLLO, CL",CHILE,nan
"MONLLOR J, 2020, DISASTER PREV MANAG",NAME:STEFANIA_PARETI,"UNIVERSIDAD DE ALCALÁ, ES",SPAIN,nan
"BARALDI E, 2020, IND MARKET MANAG",ORCID:0000-0001-8985-3920,"ÉCOLE SUPÉRIEURE DE COMMERCE DE RENNES, FR",GERMANY,ORCID:0000-0001-8985-3920
"CARSTENS JG, 2017, INT J HUM RESOUR MAN",ORCID:0000-0003-3240-0570,"UNIVERSITY OF CAPE TOWN, ZA",SOUTH AFRICA,ORCID:0000-0003-3240-0570
"NUVRIASARI A, 2022",NAME:AZHARI_AZMAN,"SULTAN IDRIS EDUCATION UNIVERSITY, MY",MALAYSIA,nan
"BARALDI E, 2020, IND MARKET MANAG",NAME:ANDRÉA_PERNA,"MARCHE POLYTECHNIC UNIVERSITY, IT",ITALY,nan
"FADZIL S M, 2022, IOP CONFERENCE SERIES: EARTH AND ENVIRONMENTAL SCIENCE",ORCID:0000-0002-7862-8768,"UNIVERSITY OF TECHNOLOGY MALAYSIA, MY",MALAYSIA,ORCID:0000-0002-7862-8768
"FADZIL S M, 2022, IOP CONFERENCE SERIES: EARTH AND ENVIRONMENTAL SCIENCE",NAME:MOHAMAD_FADHLI_RASHID,"UNIVERSITY OF TECHNOLOGY MALAYSIA, MY",MALAYSIA,nan
"SYAH AM, 2021, J. ENVIRON. MANAG. TOUR",ORCID:0000-0001-8901-3462,"UNIVERSITY OF EAST LONDON, GB",UNITED KINGDOM,ORCID:0000-0001-8901-3462
"SYAH AM, 2021, J. ENVIRON. MANAG. TOUR",NAME:MUHAMMAD_SYUKUR,"MAE FAH LUANG UNIVERSITY, TH",THAILAND,nan
"SYAH AM, 2021, J. ENVIRON. MANAG. TOUR",NAME:VIPHAWANEE_BOON,"NARESUAN UNIVERSITY HOSPITAL, TH",THAILAND,nan
"ALDIABAT K, 2018",NAME:KHALDOUN_ALDIABAT,"UNIVERSITY OF NEW BRUNSWICK, CA",CANADA,NAME:ALDIABAT|K
"RVSPK R, 2020, INTERNATIONAL JOURNAL OF ACADEMIC RESEARCH IN BUSINESS AND SOCIAL SCIENCES",NAME:MEGAMA_RGN,NO AFFILIATION,NO COUNTRY,nan
"ABBAS J, 2019, SUSTAINABILITY-BASEL",ORCID:0000-0002-8830-1435,"SHANGHAI JIAO TONG UNIVERSITY, CN",CHINA,ORCID:0000-0002-8830-1435
"ABBAS J, 2019, SUSTAINABILITY-BASEL",ORCID:0000-0001-5063-6267,"UNIVERSITY OF AZAD JAMMU AND KASHMIR, PK",PAKISTAN,ORCID:0000-0001-5063-6267
"ABBAS J, 2019, SUSTAINABILITY-BASEL",ORCID:0000-0002-9550-6658,"UNIVERSITY OF AZAD JAMMU AND KASHMIR, PK",PAKISTAN,ORCID:0000-0002-9550-6658
"ABBAS J, 2019, SUSTAINABILITY-BASEL",ORCID:0000-0002-4587-1307,"UNIVERSITY OF AZAD JAMMU AND KASHMIR, PK",PAKISTAN,ORCID:0000-0002-4587-1307
"ALDIABAT K, 2018",NAME:CAROLE-LYNNE_LE_NAVENEC,"UNIVERSITY OF CALGARY, CA",CANADA,NAME:NAVENEC|CLL
"NUVRIASARI A, 2022",NAME:MOHAMMAD_SUYANTO,UNIVERSITAS AMIKOM YOGYAKARTA,NO COUNTRY,nan
"NUVRIASARI A, 2022",NAME:MOHAMED_YUSOFF_MOHD_NOR,NO AFFILIATION,NO COUNTRY,nan
"STAFFORD K, 1999, FAM BUS REV",NAME:SHARON_DANE,"IOWA STATE UNIVERSITY, US",UNITED STATES OF AMERICA,nan
"BIGGS D, 2012, J SUSTAIN TOUR",ORCID:0000-0003-3177-4677,"ARC CENTRE OF EXCELLENCE FOR CORAL REEF STUDIES, AU",AUSTRALIA,ORCID:0000-0003-3177-4677
"BIGGS D, 2012, J SUSTAIN TOUR",ORCID:0000-0001-5899-4771,"JAMES COOK UNIVERSITY, AU",AUSTRALIA,ORCID:0000-0001-5899-4771
"PARSONS M, 2018, CLIM DEV",ORCID:0000-0001-6581-3967,"UNIVERSITY OF AUCKLAND, NZ",NEW ZEALAND,ORCID:0000-0001-6581-3967
"PARSONS M, 2018, CLIM DEV",NAME:JOHANNA_NALAU,"GRIFFITH UNIVERSITY, AU",AUSTRALIA,nan
"DANES SM, 2008, J DEV ENTREP",NAME:RAMONA_K_Z_HECK,"BARUCH COLLEGE, US",UNITED STATES OF AMERICA,nan
"DAI L, 2014, J BUS VENTURING",ORCID:0000-0002-0463-0769,"UNIVERSITY OF MIAMI, US",UNITED STATES OF AMERICA,ORCID:0000-0002-0463-0769
"BRETTEL M, 2013, J SMALL BUS MANAGE",NAME:JESSICA_DENISE_ROTTENBERGER,"MARYMOUNT UNIVERSITY, US",UNITED STATES OF AMERICA,nan
"ABBAS J, 2019, SUSTAINABILITY-BASEL",ORCID:0000-0001-5822-8743,"SHENZHEN UNIVERSITY, CN",CHINA,ORCID:0000-0001-5822-8743
"AKHTAR S, 2019",NAME:MUNIR_A_ABBASI,NO AFFILIATION,NO COUNTRY,NAME:ABBASI|MA
"AKHGARI M, 2018, INT J BANK MARK",ORCID:0000-0003-2727-7790,"UNIVERSITY CANADA WEST, CA",CANADA,ORCID:0000-0003-2727-7790
"AKHGARI M, 2018, INT J BANK MARK",NAME:EDWARD_R_BRUNING,"UNIVERSITY OF MANITOBA, CA",CANADA,nan
"AKHGARI M, 2018, INT J BANK MARK",NAME:JESSE_FINLAY,"CAMBRIAN COLLEGE, CA",CANADA,nan
"DORSON TA, 2018, INTERNATIONAL JOURNAL OF FINANCIAL SERVICES MANAGEMENT",NAME:MOHAMMED_AMIDU,NO AFFILIATION,NO COUNTRY,nan
"ARACIL E, 2019, INT J EMERG MARK",ORCID:0000-0002-8413-8204,"UNIVERSIDAD PONTIFICIA COMILLAS, ES",SPAIN,ORCID:0000-0002-8413-8204
"ASNAWI N, 2020, J ISLAMIC MARK",ORCID:0000-0002-5087-4799,"UNIVERSITAS ISLAM NEGERI MAULANA MALIK IBRAHIM, ID",INDONESIA,nan
"ASNAWI N, 2020, J ISLAMIC MARK",ORCID:0000-0002-0416-1480,"AIRLANGGA UNIVERSITY, ID",INDONESIA,ORCID:0000-0002-0416-1480
"ASNAWI N, 2020, J ISLAMIC MARK",ORCID:0000-0003-1571-4439,"UNIVERSITAS ISLAM NEGERI MAULANA MALIK IBRAHIM, ID",INDONESIA,ORCID:0000-0003-1571-4439
"BEN YOUSSEF K, 2018, J STRATEG MARK",ORCID:0000-0002-6823-0377,"UNIVERSITÉ PARIS NANTERRE, FR",FRANCE,ORCID:0000-0002-6823-0377
"SCHIUMA G, 2022, INT J ENTREP BEHAV R",ORCID:0000-0002-8431-0553,"UNIVERSITY OF BASILICATA, IT",ITALY,ORCID:0000-0002-8431-0553
"DAI L, 2014, J BUS VENTURING",ORCID:0009-0001-6667-1371,"LOYOLA MARYMOUNT UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0009-0001-6667-1371
"BEN YOUSSEF K, 2018, J STRATEG MARK",NAME:PHILIP_J_KITCHEN,"ÉCOLE SUPÉRIEURE DE COMMERCE DE RENNES, FR",GERMANY,nan
"BLOMSTER M, 2022, INF SYST E-BUS MANAG",ORCID:0000-0002-5928-6635,"OULU UNIVERSITY OF APPLIED SCIENCES, FI",FINLAND,ORCID:0000-0002-5928-6635
"BOTOEVA A, 2018, POLIT SOC",NAME:AISALKYN_BOTOEVA,NO AFFILIATION,NO COUNTRY,nan
"BOUKHATEM J, 2018, BORSA ISTANB REV",ORCID:0000-0002-0185-4134,"UMM AL-QURA UNIVERSITY, SA",SAUDI ARABIA,ORCID:0000-0002-0185-4134
"BOUKHATEM J, 2018, BORSA ISTANB REV",NAME:FATMA_BEN_MOUSSA,"TUNIS EL MANAR UNIVERSITY, TN",TUNISIA,nan
"CARSTENS JG, 2017, INT J HUM RESOUR MAN",ORCID:0000-0002-2590-8504,"STELLENBOSCH UNIVERSITY, ZA",SOUTH AFRICA,ORCID:0000-0002-2590-8504
"ALI W, 2022, INT J ISLAMIC MIDDLE",ORCID:0000-0002-5688-1738,"LIMKOKWING UNIVERSITY OF CREATIVE TECHNOLOGY, MY",MALAYSIA,ORCID:0000-0002-5688-1738
"ALI W, 2022, INT J ISLAMIC MIDDLE",ORCID:0000-0002-3760-9042,"UNIVERSITY OF AZAD JAMMU AND KASHMIR, PK",PAKISTAN,ORCID:0000-0002-3760-9042
"CHAUDHARY R, 2018, J CLEAN PROD",ORCID:0000-0002-2747-1430,"INDIAN INSTITUTE OF TECHNOLOGY PATNA, IN",INDIA,ORCID:0000-0002-2747-1430
"CHAUDHARY R, 2018, J CLEAN PROD",ORCID:0000-0002-9008-4222,"INDIAN INSTITUTE OF TECHNOLOGY PATNA, IN",INDIA,ORCID:0000-0002-9008-4222
"DATTA D, 2005, ACAD MANAGE J",NAME:JAMES_P_GUTHRIE,"UNIVERSITY OF KANSAS, US",UNITED STATES OF AMERICA,NAME:GUTHRIE|JP
"DATTA D, 2005, ACAD MANAGE J",NAME:PATRICK_M_WRIGHT,"CORNELL UNIVERSITY, US",UNITED STATES OF AMERICA,NAME:WRIGHT|PM
"DAY GEORGE S, 2021, STRATEGY & LEADERSHIP",NAME:KARISSA_KRUSE,NO AFFILIATION,NO COUNTRY,nan
"DICKSON G, 2009, LEADERSH HEALTH SERV",NAME:GRAHAM_DICKSON,"ROYAL ROADS UNIVERSITY, CA",CANADA,nan
"BEN YOUSSEF K, 2018, J STRATEG MARK",ORCID:0000-0002-7895-5240,"UNIVERSITY OF LEICESTER, GB",UNITED KINGDOM,ORCID:0000-0002-7895-5240
"BEN YOUSSEF K, 2018, J STRATEG MARK",ORCID:0000-0002-3128-9527,"UNIVERSITY OF PAVIA, IT",ITALY,ORCID:0000-0002-3128-9527
"DUANMU JL, 2018, STRATEGIC MANAGE J",ORCID:0000-0002-3290-4181,"JOHNS HOPKINS UNIVERSITY – NANJING UNIVERSITY CENTER FOR CHINESE AND AMERICAN STUDIES, CN",CHINA,ORCID:0000-0002-3290-4181
"EYASU AM, 2020, COGENT BUS MANAG",NAME:ANTENEH_MULUGETA_EYASU,"BAHIR DAR UNIVERSITY, ET",ETHIOPIA,nan
"EYASU AM, 2020, COGENT BUS MANAG",NAME:DEMOZ_AREFAYNE,"AKSUM UNIVERSITY, ET",ETHIOPIA,nan
"FUSVA A, 2021, J ISLAMIC MARK",ORCID:0000-0003-2534-8065,"BANK INDONESIA, ID",INDONESIA,ORCID:0000-0003-2534-8065
"FUSVA A, 2021, J ISLAMIC MARK",ORCID:0000-0002-6879-1844,POLITEKNIK NEGERI BANDUNG,NO COUNTRY,ORCID:0000-0002-6879-1844
"REHMAN A, 2021, ENVIRON DEV SUSTAIN",ORCID:0000-0002-5452-2977,"CITY UNIVERSITY OF SCIENCE AND INFORMATION TECHNOLOGY, PK",PAKISTAN,ORCID:0000-0002-5452-2977
"REHMAN A, 2021, ENVIRON DEV SUSTAIN",NAME:MUHAMMAD_ZEESHAN,"LIAONING TECHNICAL UNIVERSITY, CN",CHINA,nan
"FUSVA A, 2021, J ISLAMIC MARK",ORCID:0000-0001-5838-2548,"TARUMANAGARA UNIVERSITY, ID",INDONESIA,ORCID:0000-0001-5838-2548
"FUSVA A, 2021, J ISLAMIC MARK",NAME:TINTIN_SUHAENI,POLITEKNIK NEGERI BANDUNG,NO COUNTRY,nan
"GRAHOVAC J, 2009, STRATEGIC MANAGE J",NAME:JOVAN_GRAHOVAC,"UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN, US",UNITED STATES OF AMERICA,nan
"HOMSI MA, 2020, INNOVATIVE MARKETING",ORCID:0000-0002-2549-6423,"TOMAS BATA UNIVERSITY IN ZLÍN, CZ",INDIA,ORCID:0000-0002-2549-6423
"HOMSI MA, 2020, INNOVATIVE MARKETING",ORCID:0000-0001-7443-7078,"TOMAS BATA UNIVERSITY IN ZLÍN, CZ",INDIA,ORCID:0000-0001-7443-7078
"DUANMU JL, 2018, STRATEGIC MANAGE J",ORCID:0000-0001-9552-3346,"UNIVERSITY OF SURREY, GB",UNITED KINGDOM,ORCID:0000-0001-9552-3346
"HOSEN MN, 2018, ETIKONOMI",ORCID:0000-0002-0750-6886,"SYARIF HIDAYATULLAH STATE ISLAMIC UNIVERSITY JAKARTA, ID",INDONESIA,ORCID:0000-0002-0750-6886
"HOSEN MN, 2018, ETIKONOMI",NAME:SYAFAAT_MUHARI,"SYARIF HIDAYATULLAH STATE ISLAMIC UNIVERSITY JAKARTA, ID",INDONESIA,nan
"ISA SSM, 2018, JOURNAL OF EMERGING ECONOMIES AND ISLAMIC RESEARCH",NAME:SITI_SARAH_MAT_ISA,"UNIVERSITI TEKNOLOGI MARA, MY",MALAYSIA,nan
"ISLAMI X, 2020, VERSLAS TEORIJA IR PRAKTIKA",ORCID:0000-0001-6069-5690,"SAINTS CYRIL AND METHODIUS UNIVERSITY OF SKOPJE, MK",REPUBLIC OF NORTH MACEDONIA,ORCID:0000-0001-6069-5690
"FUSVA A, 2021, J ISLAMIC MARK",ORCID:0000-0002-2961-7026,POLITEKNIK NEGERI BANDUNG,NO COUNTRY,ORCID:0000-0002-2961-7026
"ALI W, 2022, INT J ISLAMIC MIDDLE",ORCID:0000-0001-6416-5291,"LIMKOKWING UNIVERSITY OF CREATIVE TECHNOLOGY, MY",MALAYSIA,ORCID:0000-0001-6416-5291
"ISLAMI X, 2020, VERSLAS TEORIJA IR PRAKTIKA",ORCID:0000-0002-1116-5404,"SAINTS CYRIL AND METHODIUS UNIVERSITY OF SKOPJE, MK",REPUBLIC OF NORTH MACEDONIA,ORCID:0000-0002-1116-5404
"ISLAMI X, 2020, VERSLAS TEORIJA IR PRAKTIKA",ORCID:0000-0002-7272-7554,"SAINTS CYRIL AND METHODIUS UNIVERSITY OF SKOPJE, MK",REPUBLIC OF NORTH MACEDONIA,ORCID:0000-0002-7272-7554
"LEBDAOUI H, 2020, INT J BANK MARK",ORCID:0000-0001-5036-1435,"AL AKHAWAYN UNIVERSITY, MA",MOROCCO,ORCID:0000-0001-5036-1435
"LEBDAOUI H, 2020, INT J BANK MARK",ORCID:0000-0003-2684-3404,"AL AKHAWAYN UNIVERSITY, MA",MOROCCO,ORCID:0000-0003-2684-3404
"LU YQ, 2021, SAGE OPEN",ORCID:0000-0002-6800-5356,"CIVIL AVIATION FLIGHT UNIVERSITY OF CHINA, CN",CHINA,ORCID:0000-0002-6800-5356
"LU YQ, 2021, SAGE OPEN",ORCID:0000-0002-3633-2918,"SICHUAN UNIVERSITY, CN",CHINA,ORCID:0000-0002-3633-2918
"HOMSI MA, 2020, INNOVATIVE MARKETING",ORCID:0000-0001-9763-6096,"TOMAS BATA UNIVERSITY IN ZLÍN, CZ",INDIA,ORCID:0000-0001-9763-6096
"TROISE C, 2022, J SMALL BUS ENTERP D",ORCID:0000-0002-8670-1371,"DALHOUSIE UNIVERSITY, CA",CANADA,ORCID:0000-0002-8670-1371
"UPADHYAY N, 2022, INT J ENTREP BEHAV R",ORCID:0000-0001-8301-8924,"INDIAN INSTITUTE OF TECHNOLOGY JAMMU, IN",INDIA,ORCID:0000-0001-8301-8924
"UPADHYAY N, 2022, INT J ENTREP BEHAV R",ORCID:0000-0002-7189-6380,"BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE, PILANI, IN",INDIA,ORCID:0000-0002-7189-6380
"SIMMONS G, 2008, INT SMALL BUS J",ORCID:0000-0002-0116-7422,"UNIVERSITY OF ULSTER, GB",UNITED KINGDOM,ORCID:0000-0002-0116-7422
"MALIK MI, 2019, ASIA PAC J INNOV ENT",ORCID:0000-0002-5938-8797,"COMSATS UNIVERSITY ISLAMABAD, PK",PAKISTAN,ORCID:0000-0002-5938-8797
"MALIK MI, 2019, ASIA PAC J INNOV ENT",NAME:RIZWAN_AHSAN,"COMSATS UNIVERSITY ISLAMABAD, PK",PAKISTAN,nan
"NAWAZ T, 2019, J BUS ETHICS",ORCID:0000-0001-9683-5026,"UNIVERSITY OF PLYMOUTH, GB",UNITED KINGDOM,ORCID:0000-0001-9683-5026
"NAYAK B, 2022, J BUS RES",ORCID:0000-0002-5427-5259,"NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES, IN",INDIA,ORCID:0000-0002-5427-5259
"OOSTHUIZEN K, 2021, AUSTRALAS MARK J",ORCID:0000-0002-9546-1285,"UNIVERSITY OF CANTERBURY, NZ",NEW ZEALAND,ORCID:0000-0002-9546-1285
"OOSTHUIZEN K, 2021, AUSTRALAS MARK J",ORCID:0000-0001-5884-4503,"KING'S COLLEGE LONDON, GB",UNITED KINGDOM,ORCID:0000-0001-5884-4503
"PAI DC, 2015, J BUS ETHICS",NAME:DA-CHANG_PAI,"TUNGHAI UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA),nan
"HENRY C, 2015, J SMALL BUS MANAGE",NAME:SUSAN_DUFFY,"BABSON COLLEGE, US",UNITED STATES OF AMERICA,nan
"VAN BURG E, 2022, ENTREP THEORY PRACT",ORCID:0000-0003-2821-2163,"VRIJE UNIVERSITEIT AMSTERDAM, NL",NETHERLANDS,ORCID:0000-0003-2821-2163
"VRONTIS D, 2022, INT J ENTREP BEHAV R",ORCID:0000-0002-5383-5728,"MERCATORUM UNIVERSITY, IT",ITALY,ORCID:0000-0002-5383-5728
"WEI RQ, 2022, IND MARKET MANAG",ORCID:0000-0002-0331-1061,"ÉCOLE DE MANAGEMENT DE LYON, FR",GERMANY,ORCID:0000-0002-0331-1061
"TROISE C, 2022, INT J ENTREP BEHAV R",NAME:SERGE_YABLONSKY,"SAINT PETERSBURG UNIVERSITY OF MANAGEMENT AND ECONOMICS, RU",RUSSIAN FEDERATION,nan
"RABETINO R, 2021, INT J MANAG REV",ORCID:0000-0001-8567-2559,"UNIVERSITY OF VAASA, FI",FINLAND,ORCID:0000-0001-8567-2559
"RABETINO R, 2021, INT J MANAG REV",ORCID:0000-0003-2094-7974,"UNIVERSITY OF VAASA, FI",FINLAND,ORCID:0000-0003-2094-7974
"RABETINO R, 2021, INT J MANAG REV",ORCID:0000-0001-8027-0518,"NATIONAL UNIVERSITY OF GENERAL SARMIENTO, AR",ARGENTINA,ORCID:0000-0001-8027-0518
"REHMAN A, 2021, ENVIRON DEV SUSTAIN",ORCID:0000-0001-9776-5074,"NATIONAL UNIVERSITY OF MODERN LANGUAGES, PK",PAKISTAN,ORCID:0000-0001-9776-5074
"REHMAN A, 2021, ENVIRON DEV SUSTAIN",ORCID:0000-0001-8764-6805,"ISLAMIA COLLEGE UNIVERSITY, PK",PAKISTAN,ORCID:0000-0001-8764-6805
"NAYAK B, 2022, J BUS RES",ORCID:0000-0003-3259-0319,"INDIAN INSTITUTE OF MANAGEMENT MUMBAI, IN",INDIA,ORCID:0000-0003-3259-0319
"NAYAK B, 2022, J BUS RES",ORCID:0000-0001-5771-4387,"NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES, IN",INDIA,ORCID:0000-0001-5771-4387
"OOSTHUIZEN K, 2021, AUSTRALAS MARK J",ORCID:0000-0002-7452-2974,"STELLENBOSCH UNIVERSITY, ZA",SOUTH AFRICA,ORCID:0000-0002-7452-2974
"REHMAN A, 2021, ENVIRON DEV SUSTAIN",NAME:HASEEB_UR_RAHMAN,"UNIVERSITY OF SCIENCE AND TECHNOLOGY BANNU, PK",PAKISTAN,nan
"REHMAN AU, 2022, BORSA ISTANB REV",ORCID:0000-0002-8835-7412,"INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA, MY",MALAYSIA,ORCID:0000-0002-8835-7412
"REHMAN AU, 2022, BORSA ISTANB REV",ORCID:0000-0001-8839-7361,"MINHAJ UNIVERSITY LAHORE, PK",PAKISTAN,ORCID:0000-0001-8839-7361
"REHMAN AU, 2022, BORSA ISTANB REV",ORCID:0000-0002-6597-8136,"INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA, MY",MALAYSIA,ORCID:0000-0002-6597-8136
"RINGLE C, 2012",NAME:SARSTEDT,NO AFFILIATION,NO COUNTRY,NAME:SARSTEDT|
"RINGLE C, 2012",NAME:STRAUB,NO AFFILIATION,NO COUNTRY,NAME:STRAUB|
"PAI DC, 2015, J BUS ETHICS",NAME:CHI‐SHIUN_LAI,"NATIONAL YUNLIN UNIVERSITY OF SCIENCE AND TECHNOLOGY, TW",TAIWAN (PROVINCE OF CHINA),nan
"PAI DC, 2015, J BUS ETHICS",NAME:CHIN_FANG_YANG,"DAYEH UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA),nan
"SIGALAS C, 2013, J STRATEGY MANAG",NAME:VICTORIA_PEKKA_ECONOMOU,"UNIVERSITY OF PIRAEUS, GR",GREECE,nan
"SIGALAS C, 2018, J STRATEGY MANAG",ORCID:0000-0003-3188-4577,"ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS, GR",GREECE,ORCID:0000-0003-3188-4577
"SPANGENBERG HH, 1999, S AFR J PSYCHOL",NAME:H_H_SPANGENBERG,"STELLENBOSCH UNIVERSITY, ZA",SOUTH AFRICA,NAME:SPANGENBERG|HH
"BELTAGUI A, 2019, INT J PROD ECON",ORCID:0000-0003-2631-6401,"UNIVERSITY OF NORTH FLORIDA, US",UNITED STATES OF AMERICA,ORCID:0000-0003-2631-6401
"BELTAGUI A, 2019, INT J PROD ECON",NAME:STEFAN_GOLD,"UNIVERSITY OF KASSEL, DE",GERMANY,NAME:GOLD|S
"BLANCO-PORTELA N, 2017, J CLEAN PROD",ORCID:0000-0002-7360-2075,"UNIVERSITARIA AGUSTINIANA, CO",COLOMBIA,ORCID:0000-0002-7360-2075
"BLANCO-PORTELA N, 2017, J CLEAN PROD",ORCID:0000-0002-5906-9569,"UNIVERSIDAD AUTÓNOMA DE MADRID, ES",SPAIN,ORCID:0000-0002-5906-9569
"BLANCO-PORTELA N, 2017, J CLEAN PROD",ORCID:0000-0003-1441-7555,"UNIVERSIDAD REY JUAN CARLOS, ES",SPAIN,ORCID:0000-0003-1441-7555
"SPANOS YE, 2001, STRATEGIC MANAGE J",NAME:SPYROS_LIOUKAS,"ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS, GR",GREECE,nan
"ROCHMADHONA BN, 2018, J KEUAMGAN PERBANKAN",ORCID:0000-0002-8286-4990,"UNIVERSITAS MA CHUNG, ID",MOROCCO,ORCID:0000-0002-8286-4990
"ROCHMADHONA BN, 2018, J KEUAMGAN PERBANKAN",NAME:TARSISIUS_RENALD_SUGANDA,"UNIVERSITAS MA CHUNG, ID",MOROCCO,nan
