Id,Label,PersonID,AuthorFullName,AuthorName,Orcid,OpenAlexAuthorID,AuthorID,ResearcherID,Email
ORCID:0000-0002-9754-5749,"KUMJU, HWANG",ORCID:0000-0002-9754-5749,"KUMJU, HWANG",KUMJU H,https://orcid.org/0000-0002-9754-5749,https://openalex.org/A5110048215,ORCID:0000-0002-9754-5749,,
ORCID:0000-0002-9757-3248,"AMOS, S. ENGELBRECHT",ORCID:0000-0002-9757-3248,"AMOS, S. ENGELBRECHT",AMOS SE,https://orcid.org/0000-0002-9757-3248,https://openalex.org/A5102947875,ORCID:0000-0002-9757-3248,,
ORCID:0000-0002-9759-3126,"ROBERT, HARRISON",ORCID:0000-0002-9759-3126,"ROBERT, HARRISON",ROBERT H,https://orcid.org/0000-0002-9759-3126,https://openalex.org/A5101574178,ORCID:0000-0002-9759-3126,,
ORCID:0000-0002-9759-5252,"JAN, YOUTIE",ORCID:0000-0002-9759-5252,"JAN, YOUTIE",JAN Y,https://orcid.org/0000-0002-9759-5252,https://openalex.org/A5007620663,ORCID:0000-0002-9759-5252,,
ORCID:0000-0002-9762-4295,"EVELYN, DERERA",ORCID:0000-0002-9762-4295,"EVELYN, DERERA",EVELYN D,https://orcid.org/0000-0002-9762-4295,https://openalex.org/A5000355740,ORCID:0000-0002-9762-4295,,
ORCID:0000-0002-9762-7605,"DONNA, SMITH",ORCID:0000-0002-9762-7605,"DONNA, SMITH",DONNA S,https://orcid.org/0000-0002-9762-7605,https://openalex.org/A5102919546,ORCID:0000-0002-9762-7605,,
ORCID:0000-0002-9773-0813,MARIA ISABEL POLO DEL RIO,ORCID:0000-0002-9773-0813,MARIA ISABEL POLO DEL RIO,RÍO M.I.P.D.,https://orcid.org/0000-0002-9773-0813,,ORCID:0000-0002-9773-0813,,
ORCID:0000-0002-9776-1863,"MAJA, KONECNIK RUZZIER",ORCID:0000-0002-9776-1863,"MAJA, KONECNIK RUZZIER",MAJA KR,https://orcid.org/0000-0002-9776-1863,https://openalex.org/A5048122273,ORCID:0000-0002-9776-1863,,
ORCID:0000-0002-9778-9196,"CHOON, LING SIA",ORCID:0000-0002-9778-9196,"CHOON, LING SIA",CHOON LS,https://orcid.org/0000-0002-9778-9196,https://openalex.org/A5010986657,ORCID:0000-0002-9778-9196,,
ORCID:0000-0002-9780-7382,"SABINE, B. RAU",ORCID:0000-0002-9780-7382,"SABINE, B. RAU",SABINE BR,https://orcid.org/0000-0002-9780-7382,https://openalex.org/A5044290912,ORCID:0000-0002-9780-7382,,
ORCID:0000-0002-9781-729X,"BAMBANG, TJAHJADI",ORCID:0000-0002-9781-729X,"BAMBANG, TJAHJADI",BAMBANG T,https://orcid.org/0000-0002-9781-729X,https://openalex.org/A5069902646,ORCID:0000-0002-9781-729X,,
ORCID:0000-0002-9782-5089,A. MOLINA GONZALEZ,ORCID:0000-0002-9782-5089,A. MOLINA GONZALEZ,GONZÁLEZ A.M.,https://orcid.org/0000-0002-9782-5089,,ORCID:0000-0002-9782-5089,,
ORCID:0000-0002-9788-2913,"THOMAS, FOSCHT",ORCID:0000-0002-9788-2913,"THOMAS, FOSCHT",THOMAS F,https://orcid.org/0000-0002-9788-2913,https://openalex.org/A5044491915,ORCID:0000-0002-9788-2913,,
ORCID:0000-0002-9791-6140,HARALD DYCKHOFF,ORCID:0000-0002-9791-6140,HARALD DYCKHOFF,DYCKHOFF H.,https://orcid.org/0000-0002-9791-6140,,ORCID:0000-0002-9791-6140,,
ORCID:0000-0002-9797-8384,XIAOHONG CHEN,ORCID:0000-0002-9797-8384,XIAOHONG CHEN,CHEN X.,https://orcid.org/0000-0002-9797-8384,,ORCID:0000-0002-9797-8384,,
ORCID:0000-0002-9799-4341,"EDITA, PETRYLAITE",ORCID:0000-0002-9799-4341,"EDITA, PETRYLAITE",EDITA P,https://orcid.org/0000-0002-9799-4341,https://openalex.org/A5077239178,ORCID:0000-0002-9799-4341,,E.PETRYLAITE@NORTHUMBRIA.AC.UK
ORCID:0000-0002-9799-6355,GEMMA CATNEY,ORCID:0000-0002-9799-6355,GEMMA CATNEY,CATNEY G.,https://orcid.org/0000-0002-9799-6355,,ORCID:0000-0002-9799-6355,,
ORCID:0000-0002-9799-7198,"AMRO, ALZGHOUL",ORCID:0000-0002-9799-7198,"AMRO, ALZGHOUL",AMRO A,https://orcid.org/0000-0002-9799-7198,https://openalex.org/A5086901041,ORCID:0000-0002-9799-7198,,
ORCID:0000-0002-9804-3732,"ERIK, JANSEN",ORCID:0000-0002-9804-3732,"ERIK, JANSEN",ERIK J,https://orcid.org/0000-0002-9804-3732,https://openalex.org/A5053584351,ORCID:0000-0002-9804-3732,,
ORCID:0000-0002-9807-1215,"ALBERTO, PORTIOLI STAUDACHER",ORCID:0000-0002-9807-1215,"ALBERTO, PORTIOLI STAUDACHER",ALBERTO PS,https://orcid.org/0000-0002-9807-1215,https://openalex.org/A5044668480,ORCID:0000-0002-9807-1215,,
ORCID:0000-0002-9807-9321,"SCOTT, MACKENZIE",ORCID:0000-0002-9807-9321,"SCOTT, MACKENZIE",SCOTT M,https://orcid.org/0000-0002-9807-9321,https://openalex.org/A5021741190,OA:A5021741190,,
ORCID:0000-0002-9813-6269,"KUN‐HUANG, HUARNG",ORCID:0000-0002-9813-6269,"KUN‐HUANG, HUARNG",KUN‐HUANG H,https://orcid.org/0000-0002-9813-6269,https://openalex.org/A5001603846,ORCID:0000-0002-9813-6269,,
ORCID:0000-0002-9815-4192,"MOREN, LEVESQUE",ORCID:0000-0002-9815-4192,"MOREN, LEVESQUE",MOREN L,https://orcid.org/0000-0002-9815-4192,https://openalex.org/A5072177336,ORCID:0000-0002-9815-4192,,
ORCID:0000-0002-9816-792X,"SHENYANG, HAI",ORCID:0000-0002-9816-792X,"SHENYANG, HAI",SHENYANG H,https://orcid.org/0000-0002-9816-792X,https://openalex.org/A5047054450,ORCID:0000-0002-9816-792X,,
ORCID:0000-0002-9818-181X,"NICK, HAJLI",ORCID:0000-0002-9818-181X,"NICK, HAJLI",NICK H,https://orcid.org/0000-0002-9818-181X,https://openalex.org/A5037093869,ORCID:0000-0002-9818-181X,,
ORCID:0000-0002-9819-5533,"PETER, JOHN KUVSHINIKOV",ORCID:0000-0002-9819-5533,"PETER, JOHN KUVSHINIKOV",PETER JK,https://orcid.org/0000-0002-9819-5533,https://openalex.org/A5092430572,ORCID:0000-0002-9819-5533,,
ORCID:0000-0002-9819-897X,"RAFAŁ, KUSA",ORCID:0000-0002-9819-897X,"RAFAŁ, KUSA",RAFAŁ K,https://orcid.org/0000-0002-9819-897X,https://openalex.org/A5025622743,ORCID:0000-0002-9819-897X,,
ORCID:0000-0002-9821-6146,ANAND NAYYAR,ORCID:0000-0002-9821-6146,ANAND NAYYAR,NAYYAR A.,https://orcid.org/0000-0002-9821-6146,,ORCID:0000-0002-9821-6146,,
ORCID:0000-0002-9822-8585,RAE SEON KIM,ORCID:0000-0002-9822-8585,RAE SEON KIM,KIM R.S.,https://orcid.org/0000-0002-9822-8585,,ORCID:0000-0002-9822-8585,,
ORCID:0000-0002-9822-9641,"MARTIN, GARGIULO",ORCID:0000-0002-9822-9641,"MARTIN, GARGIULO",MARTIN G,https://orcid.org/0000-0002-9822-9641,https://openalex.org/A5012809541,ORCID:0000-0002-9822-9641,,
ORCID:0000-0002-9823-6112,CRISPEN CHIPUNZA,ORCID:0000-0002-9823-6112,CRISPEN CHIPUNZA,CHIPUNZA C.,https://orcid.org/0000-0002-9823-6112,,ORCID:0000-0002-9823-6112,,
ORCID:0000-0002-9824-8754,"INGMAR, GEIGER",ORCID:0000-0002-9824-8754,"INGMAR, GEIGER",INGMAR G,https://orcid.org/0000-0002-9824-8754,https://openalex.org/A5036378889,ORCID:0000-0002-9824-8754,,
ORCID:0000-0002-9824-928X,"NORRIS, KRUEGER",ORCID:0000-0002-9824-928X,"NORRIS, KRUEGER",NORRIS K,https://orcid.org/0000-0002-9824-928X,https://openalex.org/A5037774075,ORCID:0000-0002-9824-928X,,
ORCID:0000-0002-9828-1220,"PENNIE, FROW",ORCID:0000-0002-9828-1220,"PENNIE, FROW",PENNIE F,https://orcid.org/0000-0002-9828-1220,https://openalex.org/A5065262371,ORCID:0000-0002-9828-1220,,
ORCID:0000-0002-9830-121X,"FU, JIA",ORCID:0000-0002-9830-121X,"FU, JIA",FU J,https://orcid.org/0000-0002-9830-121X,https://openalex.org/A5100608691,ORCID:0000-0002-9830-121X,,
ORCID:0000-0002-9830-4066,"TODD, ZENGER",ORCID:0000-0002-9830-4066,"TODD, ZENGER",TODD Z,https://orcid.org/0000-0002-9830-4066,https://openalex.org/A5051425893,ORCID:0000-0002-9830-4066,,
ORCID:0000-0002-9831-3376,"XIAO, HAN",ORCID:0000-0002-9831-3376,"XIAO, HAN",XIAO H,https://orcid.org/0000-0002-9831-3376,https://openalex.org/A5101854219,ORCID:0000-0002-9831-3376,,
ORCID:0000-0002-9833-0395,"PEGGY, E. CHAUDHRY",ORCID:0000-0002-9833-0395,"PEGGY, E. CHAUDHRY",PEGGY EC,https://orcid.org/0000-0002-9833-0395,https://openalex.org/A5057997769,ORCID:0000-0002-9833-0395,,
ORCID:0000-0002-9834-2425,"MEDET, YOLAL",ORCID:0000-0002-9834-2425,"MEDET, YOLAL",MEDET Y,https://orcid.org/0000-0002-9834-2425,https://openalex.org/A5084703736,ORCID:0000-0002-9834-2425,,
ORCID:0000-0002-9839-6917,"J.S.C., WISKERKE",ORCID:0000-0002-9839-6917,"J.S.C., WISKERKE",J.S.C. W,https://orcid.org/0000-0002-9839-6917,https://openalex.org/A5046541823,ORCID:0000-0002-9839-6917,,
ORCID:0000-0002-9841-4097,"SAEED, SAMIEE",ORCID:0000-0002-9841-4097,"SAEED, SAMIEE",SAEED S,https://orcid.org/0000-0002-9841-4097,https://openalex.org/A5021028499,ORCID:0000-0002-9841-4097,,
ORCID:0000-0002-9844-1263,"JORGE, WALTER",ORCID:0000-0002-9844-1263,"JORGE, WALTER",JORGE W,https://orcid.org/0000-0002-9844-1263,https://openalex.org/A5061365383,ORCID:0000-0002-9844-1263,,
ORCID:0000-0002-9845-3432,LOURENCO FARIA,ORCID:0000-0002-9845-3432,LOURENCO FARIA,FARIA L.,https://orcid.org/0000-0002-9845-3432,,ORCID:0000-0002-9845-3432,,
ORCID:0000-0002-9860-5301,PARISA SALIMZADEH,ORCID:0000-0002-9860-5301,PARISA SALIMZADEH,SALIMZADEH P.,https://orcid.org/0000-0002-9860-5301,,ORCID:0000-0002-9860-5301,,
ORCID:0000-0002-9861-032X,"WAQAS, ALI",ORCID:0000-0002-9861-032X,"WAQAS, ALI",WAQAS A,https://orcid.org/0000-0002-9861-032X,https://openalex.org/A5026469125,ORCID:0000-0002-9861-032X,,
ORCID:0000-0002-9868-3545,MARJETA MAROLT,ORCID:0000-0002-9868-3545,MARJETA MAROLT,MAROLT M.,https://orcid.org/0000-0002-9868-3545,,ORCID:0000-0002-9868-3545,,
ORCID:0000-0002-9868-6076,"JULIA, KROH",ORCID:0000-0002-9868-6076,"JULIA, KROH",JULIA K,https://orcid.org/0000-0002-9868-6076,https://openalex.org/A5038853916,ORCID:0000-0002-9868-6076,,
ORCID:0000-0002-9875-3275,JOHN BURGESS,ORCID:0000-0002-9875-3275,JOHN BURGESS,BURGESS J.,https://orcid.org/0000-0002-9875-3275,,ORCID:0000-0002-9875-3275,,
ORCID:0000-0002-9876-7837,JOHN PEARSON,ORCID:0000-0002-9876-7837,JOHN PEARSON,PEARSON J.,https://orcid.org/0000-0002-9876-7837,,ORCID:0000-0002-9876-7837,,
ORCID:0000-0002-9878-6368,"YANG, ZHANG",ORCID:0000-0002-9878-6368,"YANG, ZHANG",YANG Z,https://orcid.org/0000-0002-9878-6368,https://openalex.org/A5100661793,ORCID:0000-0002-9878-6368,,
ORCID:0000-0002-9883-0429,"PATRICIA, E. BROSSEAU-LIARD",ORCID:0000-0002-9883-0429,"PATRICIA, E. BROSSEAU-LIARD",PATRICIA EB,https://orcid.org/0000-0002-9883-0429,https://openalex.org/A5028807691,ORCID:0000-0002-9883-0429,,
ORCID:0000-0002-9883-7620,MADHAVI DHINGRA,ORCID:0000-0002-9883-7620,MADHAVI DHINGRA,DHINGRA M.,https://orcid.org/0000-0002-9883-7620,,ORCID:0000-0002-9883-7620,,
ORCID:0000-0002-9889-9821,"KATARZYNA, CZERNEK",ORCID:0000-0002-9889-9821,"KATARZYNA, CZERNEK",KATARZYNA C,https://orcid.org/0000-0002-9889-9821,https://openalex.org/A5089601237,ORCID:0000-0002-9889-9821,,
ORCID:0000-0002-9894-7862,"STEVEN, A. BRIEGER",ORCID:0000-0002-9894-7862,"STEVEN, A. BRIEGER",STEVEN AB,https://orcid.org/0000-0002-9894-7862,https://openalex.org/A5013872371,ORCID:0000-0002-9894-7862,,
ORCID:0000-0002-9895-0105,"MAKSIM, BELITSKI",ORCID:0000-0002-9895-0105,"MAKSIM, BELITSKI",MAKSIM B,https://orcid.org/0000-0002-9895-0105,https://openalex.org/A5041873171,ORCID:0000-0002-9895-0105,,
ORCID:0000-0002-9901-9750,"HONGJIA, MA",ORCID:0000-0002-9901-9750,"HONGJIA, MA",HONGJIA M,https://orcid.org/0000-0002-9901-9750,https://openalex.org/A5011701719,ORCID:0000-0002-9901-9750,,
ORCID:0000-0002-9912-2424,"FREDRIK, NORDIN",ORCID:0000-0002-9912-2424,"FREDRIK, NORDIN",FREDRIK N,https://orcid.org/0000-0002-9912-2424,https://openalex.org/A5025624054,ORCID:0000-0002-9912-2424,,
ORCID:0000-0002-9919-5762,"LLOYD, C. HARRIS",ORCID:0000-0002-9919-5762,"LLOYD, C. HARRIS",LLOYD CH,https://orcid.org/0000-0002-9919-5762,https://openalex.org/A5025026600,ORCID:0000-0002-9919-5762,,
ORCID:0000-0002-9920-3830,CRISTIANE DREBES PEDRON,ORCID:0000-0002-9920-3830,CRISTIANE DREBES PEDRON,PEDRON C.D.,https://orcid.org/0000-0002-9920-3830,,ORCID:0000-0002-9920-3830,,
ORCID:0000-0002-9920-9896,"KIMBERLY, HOAGWOOD",ORCID:0000-0002-9920-9896,"KIMBERLY, HOAGWOOD",KIMBERLY H,https://orcid.org/0000-0002-9920-9896,https://openalex.org/A5083448889,ORCID:0000-0002-9920-9896,,
ORCID:0000-0002-9921-859X,"OMKAR, DASTANE",ORCID:0000-0002-9921-859X,"OMKAR, DASTANE",OMKAR D,https://orcid.org/0000-0002-9921-859X,https://openalex.org/A5012589435,ORCID:0000-0002-9921-859X,,
ORCID:0000-0002-9922-2329,"NGUYEN, THI TUYET",ORCID:0000-0002-9922-2329,"NGUYEN, THI TUYET",NGUYEN TT,https://orcid.org/0000-0002-9922-2329,https://openalex.org/A5079404068,ORCID:0000-0002-9922-2329,,
ORCID:0000-0002-9922-448X,"TONY, P. LOVE",ORCID:0000-0002-9922-448X,"TONY, P. LOVE",TONY PL,https://orcid.org/0000-0002-9922-448X,https://openalex.org/A5057139859,ORCID:0000-0002-9922-448X,,
ORCID:0000-0002-9924-1394,"INTA, KOTANE",ORCID:0000-0002-9924-1394,"INTA, KOTANE",INTA K,https://orcid.org/0000-0002-9924-1394,https://openalex.org/A5085021363,ORCID:0000-0002-9924-1394,,
ORCID:0000-0002-9926-2662,"GILLIAN, SULLIVAN MORT",ORCID:0000-0002-9926-2662,"GILLIAN, SULLIVAN MORT",GILLIAN SM,https://orcid.org/0000-0002-9926-2662,https://openalex.org/A5052823949,ORCID:0000-0002-9926-2662,,G.SULLIVAN-MORT@LATROBE.EDU.AU
ORCID:0000-0002-9929-5771,"SEONAIDH, MCDONALD",ORCID:0000-0002-9929-5771,"SEONAIDH, MCDONALD",SEONAIDH M,https://orcid.org/0000-0002-9929-5771,https://openalex.org/A5071996022,ORCID:0000-0002-9929-5771,,
ORCID:0000-0002-9933-0207,"THOMAS, WING YAN MAN",ORCID:0000-0002-9933-0207,"THOMAS, WING YAN MAN",THOMAS WYM,https://orcid.org/0000-0002-9933-0207,https://openalex.org/A5079618027,ORCID:0000-0002-9933-0207,,
ORCID:0000-0002-9935-8429,"ROBERT, E. WOOD",ORCID:0000-0002-9935-8429,"ROBERT, E. WOOD",ROBERT EW,https://orcid.org/0000-0002-9935-8429,https://openalex.org/A5007280960,ORCID:0000-0002-9935-8429,,
ORCID:0000-0002-9939-952X,"TIMOTHY, B. FOLTA",ORCID:0000-0002-9939-952X,"TIMOTHY, B. FOLTA",TIMOTHY BF,https://orcid.org/0000-0002-9939-952X,https://openalex.org/A5081313039,ORCID:0000-0002-9939-952X,,
ORCID:0000-0002-9942-3657,"MAXIMILIAN, STALLKAMP",ORCID:0000-0002-9942-3657,"MAXIMILIAN, STALLKAMP",MAXIMILIAN S,https://orcid.org/0000-0002-9942-3657,https://openalex.org/A5019207174,ORCID:0000-0002-9942-3657,,
ORCID:0000-0002-9945-7304,"PAUL, STEFFENS",ORCID:0000-0002-9945-7304,"PAUL, STEFFENS",PAUL S,https://orcid.org/0000-0002-9945-7304,https://openalex.org/A5030760677,ORCID:0000-0002-9945-7304,,
ORCID:0000-0002-9955-5967,"CHARLES-CLEMENS, RULING",ORCID:0000-0002-9955-5967,"CHARLES-CLEMENS, RULING",CHARLES-CLEMENS R,https://orcid.org/0000-0002-9955-5967,https://openalex.org/A5047614285,ORCID:0000-0002-9955-5967,,
ORCID:0000-0002-9956-5815,"KATRIN, M. SMOLKA",ORCID:0000-0002-9956-5815,"KATRIN, M. SMOLKA",KATRIN MS,https://orcid.org/0000-0002-9956-5815,https://openalex.org/A5035653013,ORCID:0000-0002-9956-5815,,
ORCID:0000-0002-9959-5643,"MERCEDES, SANCHEZ",ORCID:0000-0002-9959-5643,"MERCEDES, SANCHEZ",MERCEDES S,https://orcid.org/0000-0002-9959-5643,https://openalex.org/A5024434375,ORCID:0000-0002-9959-5643,,
ORCID:0000-0002-9960-0078,"ANA, B. CASADO‐DIAZ",ORCID:0000-0002-9960-0078,"ANA, B. CASADO‐DIAZ",ANA BC,https://orcid.org/0000-0002-9960-0078,https://openalex.org/A5061559566,ORCID:0000-0002-9960-0078,,
ORCID:0000-0002-9966-7993,"NOOR, UL HADI",ORCID:0000-0002-9966-7993,"NOOR, UL HADI",NOOR UH,https://orcid.org/0000-0002-9966-7993,https://openalex.org/A5004799822,ORCID:0000-0002-9966-7993,,
ORCID:0000-0002-9967-8318,"TASNEEM, ALFALAH",ORCID:0000-0002-9967-8318,"TASNEEM, ALFALAH",TASNEEM A,https://orcid.org/0000-0002-9967-8318,https://openalex.org/A5045337720,ORCID:0000-0002-9967-8318,,
ORCID:0000-0002-9970-6008,"SAYED, ALIREZA ALERASOUL",ORCID:0000-0002-9970-6008,"SAYED, ALIREZA ALERASOUL",SAYED AA,https://orcid.org/0000-0002-9970-6008,https://openalex.org/A5076578640,ORCID:0000-0002-9970-6008,,
ORCID:0000-0002-9976-4398,TOMASZ KOSSOWSKI,ORCID:0000-0002-9976-4398,TOMASZ KOSSOWSKI,KOSSOWSKI T.,https://orcid.org/0000-0002-9976-4398,,ORCID:0000-0002-9976-4398,,
ORCID:0000-0002-9977-4975,"PETRI, PARVINEN",ORCID:0000-0002-9977-4975,"PETRI, PARVINEN",PETRI P,https://orcid.org/0000-0002-9977-4975,https://openalex.org/A5000593119,ORCID:0000-0002-9977-4975,,
ORCID:0000-0002-9977-7308,"YINGHONG, WEI",ORCID:0000-0002-9977-7308,"YINGHONG, WEI",YINGHONG W,https://orcid.org/0000-0002-9977-7308,https://openalex.org/A5083947645,ORCID:0000-0002-9977-7308,,
ORCID:0000-0002-9979-5477,"MOHAMMAD, SHARIFI-TEHRANI",ORCID:0000-0002-9979-5477,"MOHAMMAD, SHARIFI-TEHRANI",MOHAMMAD S,https://orcid.org/0000-0002-9979-5477,https://openalex.org/A5109361519,OA:A5109361519,,MSUYANTO@AMIKOM.AC.ID
ORCID:0000-0002-9986-9149,"MUHAMMAD, ADEEL ZAFFAR",ORCID:0000-0002-9986-9149,"MUHAMMAD, ADEEL ZAFFAR",MUHAMMAD AZ,https://orcid.org/0000-0002-9986-9149,https://openalex.org/A5081674613,ORCID:0000-0002-9986-9149,,
ORCID:0000-0002-9992-2544,"GIANMARIO, VERONA",ORCID:0000-0002-9992-2544,"GIANMARIO, VERONA",GIANMARIO V,https://orcid.org/0000-0002-9992-2544,https://openalex.org/A5067925190,ORCID:0000-0002-9992-2544,,
ORCID:0000-0002-9997-6569,"ABRAHAM, KOSHY",ORCID:0000-0002-9997-6569,"ABRAHAM, KOSHY",ABRAHAM K,https://orcid.org/0000-0002-9997-6569,https://openalex.org/A5076057471,ORCID:0000-0002-9997-6569,,
ORCID:0000-0002-9998-0672,"STEFAN, SIEBERT",ORCID:0000-0002-9998-0672,"STEFAN, SIEBERT",STEFAN S,https://orcid.org/0000-0002-9998-0672,https://openalex.org/A5029517179,ORCID:0000-0002-9998-0672,,
ORCID:0000-0003-0000-3247,JAMES R. VAN SCOTTER,ORCID:0000-0003-0000-3247,JAMES R. VAN SCOTTER,SCOTTER J.R.V.,https://orcid.org/0000-0003-0000-3247,,ORCID:0000-0003-0000-3247,,
ORCID:0000-0003-0004-2713,"WEI, LIU",ORCID:0000-0003-0004-2713,"WEI, LIU",WEI L,https://orcid.org/0000-0003-0004-2713,https://openalex.org/A5100431908,OA:A5100431908,,
ORCID:0000-0003-0005-7288,"BARBARA, CATER",ORCID:0000-0003-0005-7288,"BARBARA, CATER",BARBARA C,https://orcid.org/0000-0003-0005-7288,https://openalex.org/A5025977255,ORCID:0000-0003-0005-7288,,
ORCID:0000-0003-0006-0508,TUNG CU,ORCID:0000-0003-0006-0508,TUNG CU,CU T.,https://orcid.org/0000-0003-0006-0508,,ORCID:0000-0003-0006-0508,,
ORCID:0000-0003-0007-7991,"RAQUEL, SANZ VALLE",ORCID:0000-0003-0007-7991,"RAQUEL, SANZ VALLE",RAQUEL SV,https://orcid.org/0000-0003-0007-7991,https://openalex.org/A5010754563,ORCID:0000-0003-0007-7991,,
ORCID:0000-0003-0008-2790,"CHRISTOS, SIGALAS",ORCID:0000-0003-0008-2790,"CHRISTOS, SIGALAS",CHRISTOS S,https://orcid.org/0000-0003-0008-2790,https://openalex.org/A5046582775,ORCID:0000-0003-0008-2790,,
ORCID:0000-0003-0008-5131,"UFUK, BASAR",ORCID:0000-0003-0008-5131,"UFUK, BASAR",UFUK B,https://orcid.org/0000-0003-0008-5131,https://openalex.org/A5001581206,ORCID:0000-0003-0008-5131,,
ORCID:0000-0003-0010-3854,"MICHAEL, BENDIXEN",ORCID:0000-0003-0010-3854,"MICHAEL, BENDIXEN",MICHAEL B,https://orcid.org/0000-0003-0010-3854,https://openalex.org/A5054235446,ORCID:0000-0003-0010-3854,,
ORCID:0000-0003-0016-5721,"GUL, AFSHAN",ORCID:0000-0003-0016-5721,"GUL, AFSHAN",GUL A,https://orcid.org/0000-0003-0016-5721,https://openalex.org/A5055104015,ORCID:0000-0003-0016-5721,,
ORCID:0000-0003-0021-0801,HEATHER M. ROFF,ORCID:0000-0003-0021-0801,HEATHER M. ROFF,ROFF H.M.,https://orcid.org/0000-0003-0021-0801,,ORCID:0000-0003-0021-0801,,
ORCID:0000-0003-0022-7718,"HUSSAM, AL HALBUSI",ORCID:0000-0003-0022-7718,"HUSSAM, AL HALBUSI",HUSSAM AH,https://orcid.org/0000-0003-0022-7718,https://openalex.org/A5041645225,ORCID:0000-0003-0022-7718,,
ORCID:0000-0003-0024-5027,"MICHAEL, W. MACY",ORCID:0000-0003-0024-5027,"MICHAEL, W. MACY",MICHAEL WM,https://orcid.org/0000-0003-0024-5027,https://openalex.org/A5017534073,ORCID:0000-0003-0024-5027,,
ORCID:0000-0003-0029-8938,IVANA QUINTO,ORCID:0000-0003-0029-8938,IVANA QUINTO,QUINTO I.,https://orcid.org/0000-0003-0029-8938,,ORCID:0000-0003-0029-8938,,
ORCID:0000-0003-0038-7199,ANDRE CRUZ,ORCID:0000-0003-0038-7199,ANDRE CRUZ,CRUZ A.,https://orcid.org/0000-0003-0038-7199,,ORCID:0000-0003-0038-7199,,
ORCID:0000-0003-0039-6407,"LAWRENCE, C. RHYNE",ORCID:0000-0003-0039-6407,"LAWRENCE, C. RHYNE",LAWRENCE CR,https://orcid.org/0000-0003-0039-6407,https://openalex.org/A5013639156,ORCID:0000-0003-0039-6407,,
ORCID:0000-0003-0044-4077,"LIEN, DENOO",ORCID:0000-0003-0044-4077,"LIEN, DENOO",LIEN D,https://orcid.org/0000-0003-0044-4077,https://openalex.org/A5008525722,ORCID:0000-0003-0044-4077,,
ORCID:0000-0003-0048-2823,"JUAN, LUIS NICOLAU",ORCID:0000-0003-0048-2823,"JUAN, LUIS NICOLAU",JUAN LN,https://orcid.org/0000-0003-0048-2823,https://openalex.org/A5023917386,ORCID:0000-0003-0048-2823,,
ORCID:0000-0003-0053-3651,"SIEGWART, LINDENBERG",ORCID:0000-0003-0053-3651,"SIEGWART, LINDENBERG",SIEGWART L,https://orcid.org/0000-0003-0053-3651,https://openalex.org/A5068892781,ORCID:0000-0003-0053-3651,,
ORCID:0000-0003-0054-3606,"MANUEL, BECERRA",ORCID:0000-0003-0054-3606,"MANUEL, BECERRA",MANUEL B,https://orcid.org/0000-0003-0054-3606,https://openalex.org/A5066821616,ORCID:0000-0003-0054-3606,,
ORCID:0000-0003-0056-2524,"WENDY, PHILLIPS",ORCID:0000-0003-0056-2524,"WENDY, PHILLIPS",WENDY P,https://orcid.org/0000-0003-0056-2524,https://openalex.org/A5081642955,ORCID:0000-0003-0056-2524,,
ORCID:0000-0003-0060-582X,"WEI, YANG",ORCID:0000-0003-0060-582X,"WEI, YANG",WEI Y,https://orcid.org/0000-0003-0060-582X,https://openalex.org/A5005983096,OA:A5005983096,,
ORCID:0000-0003-0061-9498,BENITO LEON DEL BARCO,ORCID:0000-0003-0061-9498,BENITO LEON DEL BARCO,BARCO B.L.D.,https://orcid.org/0000-0003-0061-9498,,ORCID:0000-0003-0061-9498,,
ORCID:0000-0003-0063-4356,"JOEL, M. PODOLNY",ORCID:0000-0003-0063-4356,"JOEL, M. PODOLNY",JOEL MP,https://orcid.org/0000-0003-0063-4356,https://openalex.org/A5031051739,ORCID:0000-0003-0063-4356,,
ORCID:0000-0003-0064-4888,"MARION, VAN LUNENBURG",ORCID:0000-0003-0064-4888,"MARION, VAN LUNENBURG",MARION VL,https://orcid.org/0000-0003-0064-4888,https://openalex.org/A5046952024,ORCID:0000-0003-0064-4888,,
ORCID:0000-0003-0067-0154,SEAN CALLAGHAN,ORCID:0000-0003-0067-0154,SEAN CALLAGHAN,CALLAGHAN S.,https://orcid.org/0000-0003-0067-0154,,ORCID:0000-0003-0067-0154,,
ORCID:0000-0003-0067-5887,MINGYUAN CHEN,ORCID:0000-0003-0067-5887,MINGYUAN CHEN,CHEN M.,https://orcid.org/0000-0003-0067-5887,,ORCID:0000-0003-0067-5887,,
ORCID:0000-0003-0067-6310,"PETRU, LUCIAN CURSEU",ORCID:0000-0003-0067-6310,"PETRU, LUCIAN CURSEU",PETRU LC,https://orcid.org/0000-0003-0067-6310,https://openalex.org/A5066586238,ORCID:0000-0003-0067-6310,,
ORCID:0000-0003-0074-1864,"COLIN, MASON",ORCID:0000-0003-0074-1864,"COLIN, MASON",COLIN M,https://orcid.org/0000-0003-0074-1864,https://openalex.org/A5028883167,ORCID:0000-0003-0074-1864,,
ORCID:0000-0003-0074-3704,"JOHN, A. PEARCE",ORCID:0000-0003-0074-3704,"JOHN, A. PEARCE",JOHN AP,https://orcid.org/0000-0003-0074-3704,https://openalex.org/A5062963923,ORCID:0000-0003-0074-3704,,
